t	a
301.6	26.3070
301.7	26.1474
301.8	28.2350
301.9	22.8000
302	26.2708
302.1	26.9170
302.2	20.0859
302.3	25.3068
302.4	28.6356
302.5	26.7509
302.6	28.4301
302.7	27.2388
302.8	29.6923
302.9	28.9721
303	23.4183
303.1	22.9576
303.2	25.1504
303.3	25.8482
303.4	26.6755
303.5	25.9195
303.6	25.4631
303.7	22.7377
303.8	25.4732
303.9	28.4417
304	28.0959
304.1	27.0760
304.2	27.3434
304.3	25.4427
304.4	28.9673
304.5	28.2491
304.6	27.3776
304.7	24.8558
304.8	30.4500
304.9	27.7802
305	23.9295
305.1	27.4583
305.2	26.4071
305.3	28.5462
305.4	23.2368
305.5	26.3116
305.6	29.7634
305.7	24.1644
305.8	27.9314
305.9	29.6659
306	24.1454
306.1	21.8008
306.2	28.3641
306.3	25.0647
306.4	23.2486
306.5	29.1746
306.6	27.6377
306.7	28.4035
306.8	24.4434
306.9	30.3217
307	23.8295
307.1	24.8863
307.2	29.2588
307.3	26.5300
307.4	29.0930
307.5	24.4402
307.6	27.0051
307.7	26.7371
307.8	27.6041
307.9	28.1910
308	20.3159
308.1	28.6713
308.2	25.3085
308.3	27.8644
308.4	23.2408
308.5	22.6665
308.6	27.3387
308.7	26.0824
308.8	26.0704
308.9	27.4778
309	27.3770
309.1	27.5352
309.2	31.7485
309.3	25.5300
309.4	27.5108
309.5	23.3317
309.6	25.1618
309.7	22.9555
309.8	24.4537
309.9	25.5179
310	24.9398
310.1	25.0838
310.2	26.0567
310.3	24.2837
310.4	26.2330
310.5	22.5836
310.6	23.7295
310.7	22.3225
310.8	24.3208
310.9	25.2626
311	23.1051
311.1	26.2077
311.2	21.7427
311.3	22.6929
311.4	24.5969
311.5	26.9308
311.6	26.4273
311.7	22.2826
311.8	21.2048
311.9	23.3685
312	26.3819
312.1	24.7511
312.2	23.8666
312.3	23.9083
312.4	25.3127
312.5	22.4984
312.6	20.7927
312.7	21.9711
312.8	21.0871
312.9	23.0692
313	19.0809
313.1	21.6602
313.2	22.5396
313.3	22.2232
313.4	22.3878
313.5	23.7550
313.6	21.5342
313.7	21.0615
313.8	23.2946
313.9	19.2784
314	19.5345
314.1	20.7088
314.2	17.8136
314.3	21.7117
314.4	21.0760
314.5	19.3087
314.6	20.3766
314.7	17.5004
314.8	16.8373
314.9	18.8206
315	18.5084
315.1	19.5375
315.2	20.8196
315.3	20.7123
315.4	16.1568
315.5	17.6945
315.6	16.7483
315.7	16.7450
315.8	15.8262
315.9	18.8025
316	15.7120
316.1	17.8128
316.2	13.1322
316.3	17.4883
316.4	11.9230
316.5	20.6383
316.6	17.1329
316.7	17.2897
316.8	15.4034
316.9	19.9388
317	17.0406
317.1	13.0771
317.2	17.0994
317.3	14.8723
317.4	13.2381
317.5	13.3113
317.6	14.9405
317.7	12.0785
317.8	15.7403
317.9	14.8539
318	11.7315
318.1	14.8577
318.2	14.2539
318.3	14.0468
318.4	13.9480
318.5	14.5390
318.6	10.2565
318.7	13.0715
318.8	15.2413
318.9	11.3591
319	11.1607
319.1	9.6972
319.2	10.2474
319.3	9.5357
319.4	11.5911
319.5	11.3074
319.6	10.3083
319.7	10.3645
319.8	8.5215
319.9	8.6214
320	9.3765
320.1	7.7101
320.2	6.1142
320.3	7.5127
320.4	10.4623
320.5	9.3142
320.6	9.5292
320.7	11.0437
320.8	6.2963
320.9	7.9430
321	6.7245
321.1	5.5797
321.2	9.3331
321.3	5.5379
321.4	5.6269
321.5	3.7211
321.6	2.8993
321.7	4.1560
321.8	4.5202
321.9	8.8585
322	4.8526
322.1	3.8201
322.2	6.3947
322.3	2.8556
322.4	3.4038
322.5	3.3441
322.6	3.1931
322.7	6.0172
322.8	5.4676
322.9	-0.9841
323	3.0023
323.1	1.5016
323.2	1.6095
323.3	3.0158
323.4	-0.1397
323.5	2.0498
323.6	0.9699
323.7	1.6201
323.8	-0.8042
323.9	-0.4310
324	-0.6864
324.1	-1.2543
324.2	-0.0250
324.3	0.7392
324.4	2.3822
324.5	1.9996
324.6	-3.2181
324.7	1.0368
324.8	-4.2382
324.9	3.9849
325	-0.9405
325.1	-1.5976
325.2	-2.3146
325.3	-5.7200
325.4	-3.5256
325.5	-2.6116
325.6	-8.3172
325.7	-2.2639
325.8	-4.2784
325.9	-4.5009
326	-7.6171
326.1	-2.8395
326.2	-4.4484
326.3	-3.3102
326.4	-8.7908
326.5	-7.3395
326.6	-2.5439
326.7	-4.6137
326.8	-8.3295
326.9	-4.5920
327	-4.2128
327.1	-6.1570
327.2	-8.9425
327.3	-6.9337
327.4	-6.7049
327.5	-6.6429
327.6	-5.5381
327.7	-8.2272
327.8	-5.9117
327.9	-9.8856
328	-10.4053
328.1	-9.9470
328.2	-8.0503
328.3	-5.6831
328.4	-9.3231
328.5	-11.9855
328.6	-10.9180
328.7	-12.6709
328.8	-7.9963
328.9	-10.4875
329	-11.8144
329.1	-9.4850
329.2	-13.3595
329.3	-12.2796
329.4	-18.0318
329.5	-10.4624
329.6	-11.9042
329.7	-15.2478
329.8	-11.7141
329.9	-11.0848
330	-7.9071
330.1	-16.4084
330.2	-13.2697
330.3	-16.5962
330.4	-14.0680
330.5	-17.6344
330.6	-15.9729
330.7	-13.8981
330.8	-15.4096
330.9	-12.9704
331	-13.2061
331.1	-16.9719
331.2	-13.6548
331.3	-16.7365
331.4	-14.7940
331.5	-14.5827
331.6	-15.7690
331.7	-18.4758
331.8	-17.7681
331.9	-16.4755
332	-12.4891
332.1	-14.0270
332.2	-19.1608
332.3	-20.2062
332.4	-17.8347
332.5	-18.9527
332.6	-15.0929
332.7	-20.9322
332.8	-20.5550
332.9	-16.7028
333	-18.6518
333.1	-19.3081
333.2	-16.5753
333.3	-20.3977
333.4	-18.2650
333.5	-21.8442
333.6	-23.0081
333.7	-15.9123
333.8	-17.1029
333.9	-23.1102
334	-17.1637
334.1	-18.8907
334.2	-18.9924
334.3	-17.8768
334.4	-24.3995
334.5	-21.2800
334.6	-19.0629
334.7	-21.5545
334.8	-17.4760
334.9	-22.3099
335	-22.8850
335.1	-20.0908
335.2	-18.3421
335.3	-22.1199
335.4	-20.3213
335.5	-20.0195
335.6	-21.4538
335.7	-24.0519
335.8	-23.6998
335.9	-21.8609
336	-22.1737
336.1	-19.5290
336.2	-22.2497
336.3	-25.9402
336.4	-23.9315
336.5	-23.4624
336.6	-25.3509
336.7	-22.1845
336.8	-22.0493
336.9	-25.5711
337	-23.1528
337.1	-25.3240
337.2	-25.5167
337.3	-25.0348
337.4	-24.5446
337.5	-27.2443
337.6	-20.8458
337.7	-23.6258
337.8	-25.2537
337.9	-25.4989
338	-23.3476
338.1	-23.0578
338.2	-20.5373
338.3	-24.6740
338.4	-27.0095
338.5	-24.2579
338.6	-25.1024
338.7	-25.3457
338.8	-24.9167
338.9	-20.7297
339	-24.7924
339.1	-23.0535
339.2	-24.5193
339.3	-25.2215
339.4	-24.7853
339.5	-23.7262
339.6	-22.4968
339.7	-23.3137
339.8	-25.9709
339.9	-25.8445
340	-22.9205
340.1	-26.1778
340.2	-25.4553
340.3	-26.1042
340.4	-24.4633
340.5	-28.3683
340.6	-23.9415
340.7	-22.2914
340.8	-26.0532
340.9	-22.9136
341	-22.2071
341.1	-23.1210
341.2	-22.2510
341.3	-27.0176
341.4	-23.7236
341.5	-27.3366
341.6	-22.3604
341.7	-19.9262
341.8	-22.8475
341.9	-25.3999
342	-27.7070
342.1	-24.7069
342.2	-27.4375
342.3	-26.1751
342.4	-23.6019
342.5	-30.8965
342.6	-25.4754
342.7	-24.6890
342.8	-23.5223
342.9	-24.3940
343	-25.6268
343.1	-24.8881
343.2	-22.0655
343.3	-25.7636
343.4	-23.3587
343.5	-28.7141
343.6	-27.1040
343.7	-23.0475
343.8	-23.9802
343.9	-22.3967
344	-25.1645
344.1	-25.0280
344.2	-23.5563
344.3	-21.4610
344.4	-23.8268
344.5	-23.4544
344.6	-26.1631
344.7	-25.9989
344.8	-22.3229
344.9	-22.3518
345	-24.6291
345.1	-25.2565
345.2	-23.0658
345.3	-22.3290
345.4	-23.7972
345.5	-25.6539
345.6	-23.8556
345.7	-21.7319
345.8	-20.4372
345.9	-25.4256
346	-23.1604
346.1	-23.5537
346.2	-23.0551
346.3	-24.9839
346.4	-22.3205
346.5	-24.7113
346.6	-23.6856
346.7	-23.8505
346.8	-22.8331
346.9	-24.6392
347	-19.2682
347.1	-19.2217
347.2	-23.7364
347.3	-23.3862
347.4	-19.0186
347.5	-22.4738
347.6	-22.3181
347.7	-24.9441
347.8	-20.4345
347.9	-21.3392
348	-19.8015
348.1	-18.6375
348.2	-22.2166
348.3	-20.0765
348.4	-21.0050
348.5	-22.4984
348.6	-21.9201
348.7	-22.0673
348.8	-22.1015
348.9	-17.4506
349	-20.7359
349.1	-22.5338
349.2	-21.9652
349.3	-15.9200
349.4	-16.6430
349.5	-20.6404
349.6	-18.4003
349.7	-19.1908
349.8	-19.2678
349.9	-23.1114
350	-19.2047
350.1	-19.0296
350.2	-17.6673
350.3	-22.0507
350.4	-20.4240
350.5	-18.4144
350.6	-17.3947
350.7	-17.7814
350.8	-17.8831
350.9	-16.4979
351	-16.3341
351.1	-17.3724
351.2	-14.7435
351.3	-18.4076
351.4	-16.4328
351.5	-14.2355
351.6	-15.7792
351.7	-16.4899
351.8	-17.4954
351.9	-15.8371
352	-14.1586
352.1	-19.7551
352.2	-15.1754
352.3	-17.7844
352.4	-17.7824
352.5	-18.2508
352.6	-10.4049
352.7	-10.1675
352.8	-14.2951
352.9	-14.2141
353	-14.3572
353.1	-14.4116
353.2	-10.4100
353.3	-13.2299
353.4	-15.2524
353.5	-13.1124
353.6	-10.4427
353.7	-11.7257
353.8	-13.0444
353.9	-14.3547
354	-11.6455
354.1	-12.1946
354.2	-13.1508
354.3	-14.6455
354.4	-7.8144
354.5	-8.9764
354.6	-10.4117
354.7	-10.7111
354.8	-7.7161
354.9	-11.4085
355	-8.8767
355.1	-8.9265
355.2	-9.1323
355.3	-11.0173
355.4	-8.2646
355.5	-10.7853
355.6	-10.3768
355.7	-7.7192
355.8	-10.5831
355.9	-8.0300
356	-9.2412
356.1	-5.8501
356.2	-7.3673
356.3	-4.2606
356.4	-8.2747
356.5	-10.5068
356.6	-8.3847
356.7	-5.9906
356.8	-7.7227
356.9	-9.7956
357	-8.6856
357.1	-7.6522
357.2	-4.7108
357.3	-5.0831
357.4	-5.7811
357.5	-1.3186
357.6	-4.5627
357.7	-4.5003
357.8	-3.7148
357.9	-4.1361
358	-4.1743
358.1	-2.4428
358.2	-4.0361
358.3	-3.4238
358.4	-4.3452
358.5	-1.3737
358.6	-4.4120
358.7	-3.2840
358.8	0.8847
358.9	-0.8612
359	-1.1074
359.1	-2.4649
359.2	-2.8571
359.3	-3.2817
359.4	-1.9070
359.5	-0.5278
359.6	-1.6775
359.7	0.3138
359.8	-0.5212
359.9	2.8190
360	4.7950
360.1	2.5340
360.2	3.3518
360.3	-0.2137
360.4	0.0672
360.5	-1.8696
360.6	-1.2217
360.7	3.4980
360.8	2.5139
360.9	3.8803
361	1.1956
361.1	4.2563
361.2	0.0894
361.3	0.2604
361.4	-1.0605
361.5	4.0578
361.6	5.5941
361.7	2.9249
361.8	4.9776
361.9	6.9173
362	4.5484
362.1	2.6193
362.2	3.8906
362.3	2.7867
362.4	7.7007
362.5	8.4830
362.6	7.4122
362.7	2.6272
362.8	8.0614
362.9	5.4569
363	7.4197
363.1	6.1952
363.2	5.5281
363.3	7.2459
363.4	10.4369
363.5	4.9473
363.6	5.7337
363.7	4.5716
363.8	4.6703
363.9	2.6688
364	10.7415
364.1	9.1347
364.2	10.4499
364.3	6.5241
364.4	13.1428
364.5	8.3553
364.6	8.7569
364.7	8.4604
364.8	8.9261
364.9	11.8837
365	8.9719
365.1	14.8848
365.2	9.0624
365.3	13.3275
365.4	8.4874
365.5	11.8442
365.6	8.5115
365.7	12.0606
365.8	12.4197
365.9	12.8799
366	14.8988
366.1	14.7150
366.2	9.1156
366.3	10.5294
366.4	12.6850
366.5	16.4733
366.6	14.0010
366.7	17.1067
366.8	11.9258
366.9	13.5302
367	13.8111
367.1	13.0583
367.2	12.3316
367.3	15.3471
367.4	15.9499
367.5	18.7629
367.6	14.9494
367.7	15.8227
367.8	12.4252
367.9	15.2126
368	16.7337
368.1	13.8799
368.2	16.1093
368.3	19.8956
368.4	14.1167
368.5	12.0715
368.6	15.4400
368.7	17.9105
368.8	15.9650
368.9	17.0309
369	16.3099
369.1	13.8480
369.2	15.4095
369.3	20.8349
369.4	20.2690
369.5	18.0131
369.6	17.2133
369.7	20.6615
369.8	16.7556
369.9	17.2325
370	19.7783
370.1	17.0798
370.2	20.2631
370.3	17.1195
370.4	15.9570
370.5	20.0235
370.6	16.6461
370.7	16.5664
370.8	16.3165
370.9	20.5697
371	20.3656
371.1	20.3374
371.2	17.6620
371.3	17.6479
371.4	20.8572
371.5	18.3036
371.6	23.8765
371.7	18.4973
371.8	21.0895
371.9	18.2812
372	20.2280
372.1	22.0487
372.2	24.1264
372.3	16.9114
372.4	24.9307
372.5	24.5164
372.6	18.4441
372.7	19.3146
372.8	25.5191
372.9	19.8173
373	22.8423
373.1	19.6645
373.2	21.1199
373.3	22.0258
373.4	22.8580
373.5	21.4940
373.6	21.8015
373.7	20.0775
373.8	26.1718
373.9	24.4096
374	23.0321
374.1	21.2813
374.2	19.7989
374.3	25.0144
374.4	24.4513
374.5	21.8806
374.6	23.2711
374.7	25.5116
374.8	20.5442
374.9	23.5257
375	24.1909
375.1	22.8687
375.2	21.3164
375.3	23.9147
375.4	25.5204
375.5	22.5028
375.6	22.2778
375.7	22.6075
375.8	22.1024
375.9	22.2968
376	25.1160
376.1	23.4853
376.2	22.1957
376.3	22.8152
376.4	23.4844
376.5	20.0825
376.6	23.8099
376.7	21.6838
376.8	20.8031
376.9	21.9579
377	22.7753
377.1	24.3204
377.2	19.9716
377.3	17.5368
377.4	21.5440
377.5	19.2670
377.6	21.8293
377.7	24.1046
377.8	22.4702
377.9	24.6777
378	18.8087
378.1	18.5886
378.2	25.1904
378.3	20.6704
378.4	22.0276
378.5	26.6116
378.6	26.5149
378.7	24.1972
378.8	22.0787
378.9	25.1354
379	23.8227
379.1	22.7568
379.2	23.7027
379.3	27.0147
379.4	19.8194
379.5	19.0940
379.6	22.9888
379.7	21.9679
379.8	24.0818
379.9	19.5170
380	25.9256
380.1	22.4897
380.2	23.6285
380.3	22.6919
380.4	25.3766
380.5	23.8521
380.6	20.7410
380.7	25.8607
380.8	21.4993
380.9	21.0564
381	21.5219
381.1	20.5688
381.2	27.5807
381.3	22.7778
381.4	25.4112
381.5	19.6521
381.6	24.5076
381.7	20.9801
381.8	19.8902
381.9	18.4425
382	22.6649
382.1	21.8208
382.2	20.7559
382.3	21.5905
382.4	22.4028
382.5	22.4474
382.6	19.2605
382.7	17.9651
382.8	19.9749
382.9	22.4717
383	23.5623
383.1	23.9606
383.2	22.1666
383.3	18.9643
383.4	21.2010
383.5	23.5210
383.6	20.1528
383.7	19.6515
383.8	20.6107
383.9	23.0359
384	20.4568
384.1	17.3902
384.2	18.6455
384.3	24.3991
384.4	19.7872
384.5	16.1177
384.6	17.0836
384.7	20.9275
384.8	19.9772
384.9	20.9580
385	19.8236
385.1	20.8026
385.2	18.6408
385.3	20.2715
385.4	16.9260
385.5	17.7560
385.6	20.0205
385.7	18.0889
385.8	16.1445
385.9	16.5894
386	18.2768
386.1	20.0014
386.2	17.0588
386.3	17.8197
386.4	18.9523
386.5	18.0521
386.6	17.6242
386.7	16.7506
386.8	14.8940
386.9	16.4326
387	18.8982
387.1	17.2105
387.2	14.8962
387.3	17.1001
387.4	14.6313
387.5	17.9352
387.6	14.6203
387.7	14.9025
387.8	19.6871
387.9	15.7335
388	15.8758
388.1	14.2168
388.2	16.4225
388.3	16.8793
388.4	14.7946
388.5	13.0438
388.6	12.4814
388.7	16.1672
388.8	15.3485
388.9	13.4878
389	11.5530
389.1	12.5254
389.2	12.3284
389.3	13.5013
389.4	10.5989
389.5	18.4069
389.6	13.6938
389.7	10.6126
389.8	8.0270
389.9	13.7453
390	15.7050
390.1	8.7217
390.2	13.1663
390.3	9.0053
390.4	11.9186
390.5	7.5782
390.6	8.0132
390.7	12.1554
390.8	6.8924
390.9	9.2292
391	8.9326
391.1	9.1010
391.2	8.9789
391.3	10.2488
391.4	10.4768
391.5	5.3021
391.6	12.8239
391.7	12.2765
391.8	7.5616
391.9	11.1373
392	5.2763
392.1	5.2862
392.2	7.3750
392.3	7.3072
392.4	4.7689
392.5	3.5797
392.6	6.4207
392.7	7.9649
392.8	8.7515
392.9	6.5650
393	4.6107
393.1	5.7171
393.2	4.4717
393.3	4.5750
393.4	6.8833
393.5	7.5644
393.6	4.5567
393.7	4.5171
393.8	3.0712
393.9	3.7068
394	0.3260
394.1	6.6408
394.2	4.4479
394.3	1.9111
394.4	1.4485
394.5	2.5491
394.6	2.4246
394.7	4.6215
394.8	2.9216
394.9	2.1939
395	3.8675
395.1	-1.0038
395.2	-2.7734
395.3	1.2168
395.4	3.3353
395.5	-0.6795
395.6	-0.9323
395.7	2.6482
395.8	-0.5608
395.9	-1.7382
396	-0.4322
396.1	-0.1575
396.2	0.9335
396.3	-2.6833
396.4	-0.9533
396.5	1.3542
396.6	-3.8717
396.7	-1.7447
396.8	-1.3905
396.9	-4.7760
397	-0.1203
397.1	0.3260
397.2	-4.6408
397.3	-1.6776
397.4	-3.0565
397.5	-3.7494
397.6	-4.2707
397.7	-5.4113
397.8	-2.4612
397.9	-4.1438
398	-5.3127
398.1	-4.5570
398.2	-2.0023
398.3	-3.1133
398.4	-4.4028
398.5	-3.9193
398.6	-1.4130
398.7	-4.8139
398.8	-6.2093
398.9	-5.2534
399	-7.2564
399.1	-7.2728
399.2	-8.4517
399.3	-7.2714
399.4	-5.6209
399.5	-2.0411
399.6	-10.6148
399.7	-9.1095
399.8	-8.1946
399.9	-4.2415
400	-5.4238
400.1	-5.2228
400.2	-10.3548
400.3	-9.6059
400.4	-10.2321
400.5	-12.3126
400.6	-9.2746
400.7	-9.3088
400.8	-10.6650
400.9	-10.8650
401	-10.7684
401.1	-9.6848
401.2	-9.3887
401.3	-5.2976
401.4	-14.2321
401.5	-11.6210
401.6	-10.7284
401.7	-11.9298
401.8	-9.0494
401.9	-12.4677
402	-9.6115
402.1	-4.7764
402.2	-14.7593
402.3	-12.5124
402.4	-13.3917
402.5	-11.9388
402.6	-12.0351
402.7	-11.1007
402.8	-12.5487
402.9	-12.8387
403	-13.2120
403.1	-13.3660
403.2	-13.7321
403.3	-14.3882
403.4	-15.1752
403.5	-19.5312
403.6	-13.2611
403.7	-12.2324
403.8	-12.9301
403.9	-14.5414
404	-15.9320
404.1	-11.2835
404.2	-15.0627
404.3	-15.5457
404.4	-13.5457
404.5	-16.1233
404.6	-12.6407
404.7	-14.5958
404.8	-12.2824
404.9	-14.9273
405	-15.8019
405.1	-13.9519
405.2	-16.6371
405.3	-14.9181
405.4	-17.1965
405.5	-15.6406
405.6	-20.6230
405.7	-16.7808
405.8	-15.8499
405.9	-16.5098
406	-13.9728
406.1	-20.6721
406.2	-19.4632
406.3	-14.7382
406.4	-17.5961
406.5	-19.5304
406.6	-14.5690
406.7	-15.6768
406.8	-18.2597
406.9	-16.4511
407	-19.8740
407.1	-20.9328
407.2	-21.0675
407.3	-20.0628
407.4	-20.8385
407.5	-19.3849
407.6	-21.1715
407.7	-19.3933
407.8	-18.9504
407.9	-13.5364
408	-20.8202
408.1	-16.7361
408.2	-19.6298
408.3	-16.8239
408.4	-20.6891
408.5	-18.6355
408.6	-20.8001
408.7	-19.3726
408.8	-22.5251
408.9	-23.3334
409	-22.5926
409.1	-19.7899
409.2	-16.8553
409.3	-19.6710
409.4	-22.3834
409.5	-22.0065
409.6	-21.5700
409.7	-19.7368
409.8	-22.9075
409.9	-18.6430
410	-20.4854
410.1	-18.3271
410.2	-20.3957
410.3	-22.6376
410.4	-23.3367
410.5	-20.8525
410.6	-20.2191
410.7	-19.7770
410.8	-22.4633
410.9	-20.3833
411	-20.7932
411.1	-22.6893
411.2	-18.8044
411.3	-19.9486
411.4	-18.5777
411.5	-20.5780
411.6	-24.6672
411.7	-20.4423
411.8	-18.5244
411.9	-21.9323
412	-24.1806
412.1	-23.4178
412.2	-19.7503
412.3	-22.1487
412.4	-22.2102
412.5	-22.2987
412.6	-23.4660
412.7	-23.6681
412.8	-20.1796
412.9	-21.5903
413	-24.5463
413.1	-21.8313
413.2	-21.7611
413.3	-25.3191
413.4	-22.2173
413.5	-22.4709
413.6	-21.1650
413.7	-21.8671
413.8	-22.4704
413.9	-23.7488
414	-18.9141
414.1	-23.9472
414.2	-24.0435
414.3	-18.4818
414.4	-21.4567
414.5	-21.6696
414.6	-20.2801
414.7	-21.9941
414.8	-22.7585
414.9	-24.9412
415	-26.4842
415.1	-22.6840
415.2	-18.6682
415.3	-21.8825
415.4	-16.8132
415.5	-21.0970
415.6	-19.1721
415.7	-22.9608
415.8	-20.8004
415.9	-24.7129
416	-18.5775
416.1	-24.6216
416.2	-23.2734
416.3	-23.2051
416.4	-19.6298
416.5	-19.8278
416.6	-19.9937
416.7	-19.4120
416.8	-21.9236
416.9	-22.2956
417	-21.0724
417.1	-18.2082
417.2	-23.9560
417.3	-19.5719
417.4	-17.5581
417.5	-19.8294
417.6	-18.9890
417.7	-20.6641
417.8	-21.6439
417.9	-21.0222
418	-20.3922
418.1	-19.5806
418.2	-20.9292
418.3	-19.7992
418.4	-17.8997
418.5	-17.8248
418.6	-18.1741
418.7	-20.0892
418.8	-21.9165
418.9	-18.8898
419	-16.5181
419.1	-19.4921
419.2	-18.8524
419.3	-19.7162
419.4	-20.5544
419.5	-19.1532
419.6	-19.7587
419.7	-16.0919
419.8	-18.8790
419.9	-16.5582
420	-21.8223
420.1	-16.5857
420.2	-13.6524
420.3	-20.1592
420.4	-19.1045
420.5	-17.4712
420.6	-19.1170
420.7	-18.4970
420.8	-15.9479
420.9	-17.6791
421	-19.2883
421.1	-18.2325
421.2	-16.3784
421.3	-15.8464
421.4	-19.3554
421.5	-19.7440
421.6	-20.4216
421.7	-19.2015
421.8	-16.1846
421.9	-18.6057
422	-17.9610
422.1	-14.2758
422.2	-16.6668
422.3	-16.8275
422.4	-19.5017
422.5	-14.3677
422.6	-16.4250
422.7	-13.8141
422.8	-13.9628
422.9	-14.7685
423	-14.0122
423.1	-14.7644
423.2	-12.8257
423.3	-14.3582
423.4	-12.0033
423.5	-15.4068
423.6	-17.9760
423.7	-12.0567
423.8	-16.4151
423.9	-10.5774
424	-17.4013
424.1	-12.4023
424.2	-11.2683
424.3	-11.4633
424.4	-11.6721
424.5	-15.1485
424.6	-9.7029
424.7	-9.0583
424.8	-17.1974
424.9	-12.3187
425	-13.2872
425.1	-11.4958
425.2	-13.1101
425.3	-11.0268
425.4	-10.3559
425.5	-12.1629
425.6	-12.0428
425.7	-11.6433
425.8	-14.0419
425.9	-10.1184
426	-7.9733
426.1	-12.8194
426.2	-8.5761
426.3	-10.4470
426.4	-6.8929
426.5	-10.3455
426.6	-8.9901
426.7	-7.5779
426.8	-9.5250
426.9	-8.9882
427	-7.3897
427.1	-8.5382
427.2	-10.6933
427.3	-6.5051
427.4	-8.6606
427.5	-9.7859
427.6	-6.2063
427.7	-6.6763
427.8	-9.2971
427.9	-10.4772
428	-7.3653
428.1	-5.2010
428.2	-6.5283
428.3	-6.5147
428.4	-5.9030
428.5	-4.7570
428.6	-7.3012
428.7	-7.7556
428.8	-8.1820
428.9	-6.1963
429	-8.3107
429.1	-4.1471
429.2	-4.3802
429.3	-1.1068
429.4	-8.1393
429.5	-1.8299
429.6	-6.5770
429.7	-4.0010
429.8	-1.8880
429.9	-3.1266
430	-2.3620
430.1	-5.1339
430.2	-3.3333
430.3	-6.9483
430.4	-1.7831
430.5	-2.1962
430.6	-0.7680
430.7	-0.1052
430.8	-3.4901
430.9	-3.2399
431	-0.5690
431.1	-1.8190
431.2	-1.6317
431.3	-5.3048
431.4	-0.1415
431.5	1.6284
431.6	0.5757
431.7	1.4369
431.8	2.5841
431.9	-2.2064
432	0.3742
432.1	1.3636
432.2	1.7221
432.3	2.5416
432.4	0.7586
432.5	1.4730
432.6	4.9393
432.7	1.1499
432.8	3.9319
432.9	1.7396
433	5.1318
433.1	-1.9861
433.2	2.8848
433.3	1.2448
433.4	-0.4997
433.5	1.1398
433.6	4.2676
433.7	1.8331
433.8	1.2413
433.9	3.8996
434	5.4223
434.1	2.8800
434.2	4.5373
434.3	0.7685
434.4	2.6023
434.5	3.8025
434.6	4.9211
434.7	7.1969
434.8	2.9866
434.9	9.3107
435	6.2098
435.1	7.7917
435.2	4.5479
435.3	6.6113
435.4	5.2866
435.5	6.3554
435.6	4.1388
435.7	8.6636
435.8	6.7548
435.9	7.2859
436	3.6841
436.1	5.8313
436.2	4.2646
436.3	9.6810
436.4	7.5162
436.5	6.5618
436.6	5.6487
436.7	9.1506
436.8	6.1524
436.9	7.6109
437	6.6659
437.1	7.7377
437.2	9.6902
437.3	8.6043
437.4	8.3003
437.5	11.6597
437.6	9.8667
437.7	14.2518
437.8	9.3628
437.9	8.2775
438	7.6619
438.1	9.2411
438.2	12.1642
438.3	9.7110
438.4	10.6121
438.5	10.9158
438.6	13.5480
438.7	11.0852
438.8	13.6480
438.9	13.7213
439	10.8202
439.1	11.7905
439.2	13.3035
439.3	11.5275
439.4	12.2730
439.5	10.1357
439.6	16.1208
439.7	13.5946
439.8	11.5080
439.9	10.0783
440	15.4946
440.1	15.1086
440.2	7.7243
440.3	15.5216
440.4	9.5054
440.5	16.1550
440.6	10.6226
440.7	14.7443
440.8	15.2678
440.9	12.4756
441	13.5216
441.1	11.9327
441.2	15.8491
441.3	13.7827
441.4	18.5651
441.5	16.8943
441.6	17.3364
441.7	15.7787
441.8	15.9019
441.9	15.5920
442	14.1965
442.1	15.3854
442.2	14.0353
442.3	18.9397
442.4	14.1084
442.5	15.0480
442.6	14.3358
442.7	16.0283
442.8	20.8775
442.9	14.2114
443	13.5283
443.1	14.2208
443.2	17.4530
443.3	14.9818
443.4	19.0583
443.5	19.7695
443.6	18.2649
443.7	16.6559
443.8	18.8016
443.9	17.4420
444	14.3083
444.1	17.2409
444.2	18.1936
444.3	15.6739
444.4	16.6035
444.5	17.9901
444.6	16.0191
444.7	17.1766
444.8	21.0616
444.9	17.4115
445	17.5279
445.1	20.3384
445.2	19.4439
445.3	20.4460
445.4	16.8450
445.5	16.3927
445.6	14.0640
445.7	19.0901
445.8	19.1484
445.9	18.9395
446	18.5180
446.1	17.2632
446.2	17.4760
446.3	18.5841
446.4	19.4742
446.5	18.5888
446.6	20.4636
446.7	18.7116
446.8	19.6376
446.9	19.7876
447	22.1112
447.1	20.8234
447.2	21.5918
447.3	16.6166
447.4	17.3677
447.5	23.0016
447.6	19.7214
447.7	22.4755
447.8	23.9859
447.9	21.4164
448	20.6551
448.1	18.0926
448.2	19.8216
448.3	21.1365
448.4	20.2965
448.5	17.5499
448.6	21.2534
448.7	16.3174
448.8	15.8138
448.9	21.1588
449	23.4169
449.1	17.0819
449.2	19.0132
449.3	17.5944
449.4	19.6879
449.5	19.6774
449.6	17.8122
449.7	20.5982
449.8	19.2048
449.9	22.8025
450	18.6260
450.1	15.7639
450.2	21.7731
450.3	19.9041
450.4	23.2985
450.5	20.3625
450.6	20.6049
450.7	18.5145
450.8	17.9994
450.9	22.3651
451	18.2650
451.1	21.5039
451.2	20.6548
451.3	18.5233
451.4	16.6137
451.5	17.8330
451.6	16.1158
451.7	19.0113
451.8	19.8144
451.9	19.5935
452	22.0999
452.1	15.3586
452.2	26.6549
452.3	20.4050
